IP;United_States_West;United_States_East;United_Kingdom;Australia;France;South_Korea;Japan;Spain;Italy;Brazil;Canada_West;Canada_East;Germany_West;Germany_East;Poland;Russian;Sweden;Turkey
52.223.197.179;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.67.169;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.205.238;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.65.149;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.207.121;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.83;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.195.43;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.187;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.64.211;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.197.124;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.7;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.66.164;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.67.160;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.64.123;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.207.227;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.96;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.47;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.7;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.148;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.42;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
185.42.206.92;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.132;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.195.242;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.8;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.92;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1
185.42.205.28;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0
52.223.200.133;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.219;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.200.159;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.200.179;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1
52.223.200.157;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.66.178;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.195.8;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.75;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.44;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.204.116;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
52.223.197.71;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.207.208;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
185.42.204.140;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
2.22.146.19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.195.81;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0
52.223.197.163;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.49;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.65.141;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.205.234;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.167;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.64.60;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
52.223.197.69;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.207.213;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.157;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.207.178;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.19;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1
99.181.65.25;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;1
99.181.66.54;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.67.14;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
185.42.205.182;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.58;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.205.93;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.197.203;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.207.212;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.43;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.200.25;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
52.223.195.141;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.135;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.200.21;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.199.58;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.112;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.81;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.66.4;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.197.145;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.242;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.66.14;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.200.150;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.205.168;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.66.42;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.206.15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.215;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.220;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.74;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.76;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.26;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.64.124;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.68.146;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.211;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.57;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.232;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
99.181.65.196;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.241;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.54;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.207.18;0;0;1;0;1;0;0;1;1;0;0;0;1;1;1;0;0;1
99.181.67.41;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
99.181.67.205;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
52.223.195.122;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1
185.42.206.155;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.238;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.67.244;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
99.181.67.189;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
52.223.200.135;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1
99.181.67.16;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
99.181.65.177;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.65.162;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.197.74;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.5;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.206.83;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.21;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.198;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.84;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.180;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.28;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;1
185.42.205.178;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.199.54;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
99.181.67.210;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
52.223.197.251;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.251;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
99.181.64.252;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.150;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.64;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.245;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
185.42.205.205;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.51;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.65.240;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.197.21;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.105;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.211;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.207.223;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.27;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.26;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.199.7;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.207.253;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.190;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.251;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.13;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.195.252;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.207;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.172;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.133;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.224;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.64.226;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.204.76;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
99.181.65.138;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.66.53;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.117;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.204.35;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
185.42.205.18;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.206.213;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.244;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.204.14;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.7;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.137;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.206.71;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.64.208;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.163;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.173;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.171;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.195.89;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.231;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
99.181.66.216;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
52.223.195.234;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.64.117;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.192;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.68.140;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.64.54;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1
99.181.65.245;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.87;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.245.217;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.205.31;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
52.223.197.176;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.45;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.152;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.67.34;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.12;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.17;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
52.223.197.30;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.96;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.195.253;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.173;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.197.79;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.200.186;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1
185.42.204.254;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.229;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.204.185;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.206.84;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.53;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.195.118;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.65.170;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
52.223.197.72;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.31;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.205.212;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.195.51;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.122;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.204.238;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.23;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
185.42.205.119;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.205.85;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.205.73;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.197.101;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.59;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.144;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.199;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.183;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
99.181.64.197;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.207.217;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.64.156;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
52.223.226.35;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
99.181.65.253;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.64.169;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.206.98;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.195.87;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.32;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.115;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.204.221;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.207.222;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.151;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.207.23;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1
185.42.207.169;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
99.181.67.142;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.207.211;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.226.61;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.51;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.205.74;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
99.181.65.31;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
99.181.66.51;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.207.59;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1
185.42.206.180;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.176;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.207.201;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.141;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.204.31;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
99.181.66.6;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.206.192;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.71;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1
52.223.197.19;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.43;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.65.60;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.205.210;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.67.172;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
185.42.206.161;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.170;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.50;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.165;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.204.9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.230;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.206.137;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
185.42.205.248;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.195.59;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.106;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
185.42.206.187;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.249;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.199.43;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52.223.197.243;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.34;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.205.46;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.205.68;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
52.223.200.126;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.197.68;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
52.223.200.139;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
185.42.204.213;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.36;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.65.172;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.205.151;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.206.100;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.195.232;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.206.218;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.105;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.67.223;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1
99.181.67.216;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
99.181.64.138;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;0;1
185.42.206.221;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.206.119;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1
52.223.199.50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.205.37;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
99.181.65.165;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
185.42.207.44;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;1
185.42.205.63;0;0;1;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1
185.42.206.89;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.233;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.67.221;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
52.223.197.95;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.197.216;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1
185.42.205.53;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.206.73;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.205.147;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
185.42.206.191;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.65.169;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.20;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1
185.42.206.195;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
52.223.195.127;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.246;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.96.29;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
99.181.67.139;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.64.38;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1
52.223.197.8;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.205.193;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
99.181.64.42;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1
185.42.204.50;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.226.28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.140;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.18;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
185.42.206.134;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
99.181.65.213;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1
99.181.64.53;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.206.232;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
99.181.64.62;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.207.244;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;0;1
185.42.206.240;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1
185.42.204.77;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1
185.42.204.17;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.199.31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99.181.67.200;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
99.181.96.86;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185.42.204.201;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1
52.223.200.221;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1
185.42.205.103;0;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1
185.42.204.12;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
52.223.195.31;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
